ORG. JUR,RAZON SOCIAL,NIT,MUN-COMERCIAL,CIIU-1,CIIU-2,CIIU-3,CIIU-4,ACTIVIDAD,NOMBRE PROPIO,NOMBRE REPRESENTANTE LEGAL
2,MUEBLES Y CRÉDITOS GARCÍA,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIALIZACIÓN DE MUEBLES  SABANAS  CUBRE LECHOS Y ELECTRODOMÉSTICOS PARA EL HOGAR,PATIÑO SUAREZ ANGIE MAYLIN,
2,ALMACEN Y CREDITOS LUNA BARAJAS,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,muebles  electrodomésticos  gasodomésticos  refrigeradores  lavadoras  secadora  lavavajillas  lavaplatos  aspiradoras  hornos  asadores  estufas  calentadores,VERONICA BARAJAS CACERES,
2,LA MUEBLERIA DE SANTIAGO,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO DE ELECTRODOMÉSTICOS Y ENSERES DE USO DOMESTICO,CORREA NEIRA CARLOS MARCELINO,
2,CRÉDITOS ARIAS,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO DE MUEBLES Y ENSERES DOMéSTICOS,ARIAS CRUZ ANGEL ALBERTO,
1,VELASQUEZ LEAL WILLIAM ANTONIO,961879608,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,G4741 ** Comercio al por menor de computadores  equipos perifericos  programas de informatica y equipos de telecomunicaciones en establecimientos especializados,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO  MUEBLES Y EQUIPOS DE ILUMINACION  COMERCIO AL POR MENOR DE COMPUTADORES  EQUIPOS PERIFERICOS  PROGRAMAS DE INFORMATICA Y EQUIPOS DE TELECOMUNICACIONES EN ESTABLECIMIENTOS ESPECIALIZADOS  COMERCIO AL POR MENOR DE LIBROS  PERIODICOS  MATERIALES Y ARTICULOS DE PAPELERIA Y ESCRITORIO  EN ESTABLECIMIENTOS ESPECIALIZADOS.,,
1,RINCON LOZADA DAMARIS,11157216982,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,G4799 ** Otros tipos de comercio al por menor no realizado en establecimientos  puestos de venta o mercados,,,COMERCIO DE ELECTRODOMÉSTICOS,,
1,RIVERA VELASQUEZ KEDWIN ARLEY,10324122708,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,A0150 ** Explotacion mixta (agricola y pecuaria),A0144 ** Cria de ganado porcino,,COMERCIO AL POR MENOR DE ELECTRODOMÉSTICOS Y GASODOMESTICOS  MUEBLES Y EQUIPOS  EXPLOTACIÓN MIXTA AGRÍCOLA Y PECUARIA  CRÍA DE GANADO PORCINO.,,
2,COMERCIALIZADORA OFIHOGAR,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,M7310 ** Publicidad,,,1. COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO  MUEBLES Y EQUIPOS DE ILUMINACION 2. PUBLICIDAD,SANTAMARIA HERNANDEZ YURY ASTRID,
2,COMERCIAL MEJOR,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,,,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS PARA EL HOGAR,CALDERON CARREÑO ANIBAL,
2,MUEBLES Y ELECTRODOMESTICOS ALKOSTO,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS,NEIRA HERNANDEZ ANA DELINA,
2,COMERCIALIZADORA CONFORT,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,,,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO  MUEBLES Y EQUIPOS DE ILUMINACIÓN COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS  CON SURTIDO COMPUESTO PRINCIPALMENTE POR PRODUCTOS DIFERENTES DE ALIMENTOS (VIVERES EN GENERAL)  BEBIDAS Y TABACO.,MOSCOSO OTERO EDILIA,
2,ELECTRODOMESTICOS GANE,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,VENTA DE ELECTRODOMESTICOS Y ARTICULOS PARA EL HOGAR,MARIA DEL ROSARIO PEREZ ESLAVA,
2,ELECTRODOMÉSTICOS NAELMY,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ELECTRODOMÉSTICOS  MUEBLES Y ENSERES DOMÉSTICOS.,LAGOS FLOREZ NAYIBE,
2,SUPER ELECTRO ORIENTE SARAVENA,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS,SUPER ELECTRO ORIENTE S.A.S.,
2,CREDIMUEBLES CALDAS,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,C3110 ** Fabricacion de muebles,H5320 ** Actividades de mensajeria,,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO  MUEBLES Y EQUIPOS DE ILUMINACION  SERVICIO A DOMICILIO.,GONZALEZ ARIAS YHON MAURICIO,
2,COMERCIALIZADORA MULTI HOGAR,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,G4742 ** Comercio al por menor de equipos y aparatos de sonido y de video  en establecimientos especializados,,,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS COMERCIO AL POR MENOR DE EQUIPOS Y APARATOS DE SONIDO,PITA REINA FREDY,
2,COMERCIALIZADORA & MAS MARCAS,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4652 ** Comercio al por mayor de equipo  partes y piezas electronicos y de telecomunicaciones,,COMERCIO AL POR MENOR DE ELECTRODOMÉSTICOS COMERCIO AL POR MENOR DE ARTÍCULOS DE FERRETERIA  COMERCIO AL POR MENOR DE COMPUTADORES Y ACCESORIOS,RIVERA PEÑA CARLOS JULIO,
2,CREDITOS NUEVO AMANECER,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO DE MUEBLES PARA EL HOGAR Y OFICINA.,ARIAS CRUZ JORGE ALVARO,
2,SERVICIO TÉCNICO ARMANDO,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO DE ELECTRODOMESTICOS,RODRIGUEZ DIEGO ARMANDO,
2,COMERCIAL MEJOR 2,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,,,COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR Y OFICINA  ELECTRODOMÉSTICOS  EQUIPOS Y APARATOS ELECTRÓNICOS  ARTÍCULOS DE MISCELANEA EN GENERAL.,CALDERON PEREZ MARVIN FAVIAN,
2,VARIEDADES CRÉDITOS MATHIAS,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO DE MUEBLES  Y ELECTRODOMÉSTICOS,RODRIGUEZ RUBIO ALEXANDRA,
2,ELECTRONICS EL REGALO,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,,,COMERCIO DE ELECTRODOMESTICOS  GASADOMESTICOS Y ARTICULOS DEL HOGAR,SILVA MARTINEZ EMERSON DAVID,
2,TIENDA DE TECNOLOGIA EUREKA,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,S9511 ** Mantenimiento y reparacion de computadores y de equipo periferico,,,COMERCIO AL POR MENOR DE COMPUTADORES  EQUIPOS PERIFERICOS  PROGRAMAS DE INFORMATICA Y EQUIPOS DE TELECOMUNICACIONES EN ESTABLECIMIENTOS ESPECIALIZADOS  MANTENIMIENTO Y REPARACION DE COMPUTADORES Y DE EQUIPO PERIFERICO,SALINAS PEREZ JUAN FERNELY,
2,SERVI-REPUESTOS J & G,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,S9522 ** Mantenimiento y reparacion de aparatos y equipos domesticos y de jardineria,,,comercio de electrodomésticos y mantenimiento,GRANADOS VILLAMIZAR JOSE,
2,VERSALLES GALERIA,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,comercio de muebles,SILVA TOCARIA JERSON DAVID,
2,COMERCIALIZADORA FULL HOGAR,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,I5611 ** Expendio a la mesa de comidas preparadas,G4782 ** Comercio al por menor de productos textiles  prendas de vestir y calzado  en puestos de venta moviles,N8299 ** Otras actividades de servicio de apoyo a las empresas n.c.p.,Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación  Expendio a la mesa de comidas preparadas  Comercio al por menor de productos textiles,LOPEZ CORREA YEIMY ZAMARA,
2,COMERCIALIZADORA L&O,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO DE ELECTRODOMESTICOS Y GASODOMESTICOS  MUEBLES Y EQUIPOS,CRUZ LIZCANO LIDA ROCIO,
2,COMERCIALIZADORA VIDRIO HOGAR,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO DE ELECTRODOMESTICOS  ARTICULOS PARA EL HOGAR  MUEBLES Y ENSERES,PALENCIA LIZARAZO MARTHA ISABEL,
2,MUEBLERIA DERLY,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO AL POR MENOR DE MUEBLES  Y EQUIPOS ELECTRODOMESTICOS,GAFARO DORIS ELENA,
2,LA MUEBLERIA GONZALEZ,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS,GONZALEZ LEAL HERNAN,
2,ELECTRODOMESTICOS SMARD,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO  MUEBLES Y EQUIPOS DE ILUMINACION,ACEVEDO LIZCANO NIDIA IRENE,
3,COMERCIAL ELECTROMUEBLES Y CIA LTDA,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,G4541 ** Comercio de motocicletas y de sus partes  piezas y accesorios,G4542 ** Mantenimiento y reparacion de motocicletas y de sus partes y piezas,,COMERCIO DE ELECTRODOMESTICO  MUEBLES Y ENSERES PARA EL HOGAR Y OFICINA.,COMERCIAL ELECTROMUEBLES Y CIA LTDA,
16,ELECTROHOGAR DEL PIEDEMONTE ARAUCANO ZOMAC S.A.S,9011318890,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,G4541 ** Comercio de motocicletas y de sus partes  piezas y accesorios,G4741 ** Comercio al por menor de computadores  equipos perifericos  programas de informatica y equipos de telecomunicaciones en establecimientos especializados,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,,,LEAL JAIMES FLORELIA
2,LA DISPENSA PLÁSTICOS & DESECHABLES,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4759 ** Comercio al por menor de otros articulos domesticos en establecimientos especializados,,1. COMERCIO DE PRODUCTOS DESECHABLES  PLÁSTICOS 2. COMERCIO DE VÍVERES EN GENERAL  3. COMERCIO DE ÚTILES DE ASEO,MANTILLA REINA DELIO,
1,GAMBOA ARREDONDO MARIA OLIVA,11273437818,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,,,,Comercio al por menor de articulos y utensilios de uso domestico.,,
2,PLASTICOS ISABELLA,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,G4759 ** Comercio al por menor de otros articulos domesticos en establecimientos especializados,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,VENTA DE TODO TIPO DE PLASTICOS Y DESECHABLES,ARDILA HERNANDEZ ELISEO,
1,PULIDO ACEVEDO YOSEFA DANEY,635174715,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,,,COMERCIO DE PRODUCTOS PLASTICOS  UTENCILIOS DE COCINA  VAJILLAS  LOSA  OLLAS EN ALUMINIO  LENCERIA  ARTICULOS DE ASEO Y PRODUCTOS PARA EL HOGAR.,,
1,QUINTERO GARCIA GILBERTO,961894011,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,G4659 ** Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,,venta de instrumentos musicales  venta de insumos médicos  venta de equipos biomédicos,,
1,MONTOYA GELVES JOSE RENE,800620021,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,,,,Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,,
2,CACHARRERIA CACIQUE DE LOS LLANOS,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,,,1. COMERCIO AL POR MENOR DE ARTICULOS Y UTENSILIOS DE USO DOMESTICO 2. COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS  CON SURTIDO COMPUESTO PRINCIPALMENTE POR PRODUCTOS DIFERENTES DE ALIMENTOS (VIVERES EN GENERAL)  BEBIDAS Y TABACO,CELY ALVAREZ WILLIAM ALFONSO,
2,ARTESANIAS LOS BETOS,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,G4789 ** Comercio al por menor de otros productos en puestos de venta moviles,R9008 ** Otras actividades de espectáculos en vivo n.c.p.,R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.,COMERCIO AL POR MENOR  DE ARTICULOS  COMERCIO AL POR MENOR PRODUCTOS DE VENTAS OTRAS ACTIVIDADES DE ESPECTACULOS EN VIVO OTRAS ACTIVIDADES RECREATIVAS Y DE ESPARCIMIENTO N.C.P.,RIVERA CHAVES ALBERTO,
2,BARATILLO EL LLANO 2,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,,,,1.COMERCIO AL POR MENOR DE ARTICULOS Y UTENSILIOS DE USO DOMESTICO,GARCIA HERNANDEZ ALICIA,
2,ALMACEN LA CORONA,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ARTICULOS Y UTENSILIOS DE USO DOMESTICO,NIÑO GARCIA JOSE JOAQUIN,
2,PLASTI EMPAQUES LEON,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,,,,COMERCIO DE PRODUCTOS PLASTICOS Y DESECHABLES,LEON AMADOR WILSON,
2,PLAST&DES PIEDEMONTE,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,,,1. COMERCIO DE VARIEDADES DE PLÁSTICOS Y DESECHABLES Y TODO LO RELACIONADO A PIÑATERIA,SOLANO BEJARANO NEYDER JULIAN,
2,CENTRO RADIOLOGICO DEL SARARE,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,Q8691 ** Actividades de apoyo diagnostico,,,PRESTACIÓN DE SERVICIOS DE DIAGNOSTICO POR IMÁGENES  TOMA DE RAYOS X Y SERVICIOS CONEXOS.,RAMIREZ TORREZ LIVARDO,
2,CRISTALERIA Y ALUMINIOS DALLOS,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,,,,COMERCIO DE CRISTALERIA Y UTENSILIOS DE USO DOMESTICO.,DALLOS PORRAS FABIO,
2,VARIEDADES PLASTIHOGAR,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,COMERCIO AL POR MENOR DE ARTÍCULOS Y UTENSILIOS DE USO DOMÉSTICO,ASCANIO MOGOLLON ANGIE YURLEY,
2,PLASTI VARIEDADES YEBRA,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,,,COMERCIO DE ARTICULOS DESECHABLES,NEIRA VARGAS ORLANDO,
2,ARTESANIAS ROSY,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,G4759 ** Comercio al por menor de otros articulos domesticos en establecimientos especializados,,,COMERCIO AL POR MENOR DE ARTICULOS Y UTENSILIOS DE USO DOMESTICO,NIÑO DE DORIA ANGELA ROSA,
2,DISTRIBUIDORA GOMEZ,,81736 - SARAVENA,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,,,COMERCIO AL POR MENOR DE UTENSILIOS DE USO DOMESTICO. COMERCIO AL POR MENOR DE PRENDAS DE VESTIR.,VALLEJO ACEVEDO JEISSON ESNEIDER,
